美国,中国,中国香港,中国大陆,欧洲,亚洲其他,其他
141.0,45.0,30.0,24.0,66.0,51.0,1.0
9.5+分,9.3-9.5分,9.0-9.2分,8.7-8.9分,8.7-分
5.0,32.0,62.0,118.0,33.0
剧情,喜剧,动作,爱情,科幻,动画,悬疑,惊悚,恐怖,犯罪,音乐,历史,战争,冒险,灾难,武侠
187.0,53.0,30.0,58.0,23.0,37.0,29.0,33.0,2.0,42.0,15.0,19.0,15.0,47.0,2.0,4.0
2010+,2000-2009,1990-1999,1980-1989,1950-1979,1950-
80.0,81.0,56.0,14.0,15.0,4.0
